Area Code;Area Name;Type;State;Region;Neighborhood;Coordinates;CDU 2005;SPD 2005;FDP 2005;GREEN 2005;LEFT 2005;Elect. Particptn. 2005;CDU 2009;SPD 2009;FDP 2009;GREEN 2009;LEFT 2009;Elect. Participtn. 2009;Pop. Density;Elderly pop.;Old Pop.;Mid-aged Pop.;Young Pop.;Children Pop.;Highschool degree;No school degree;Registrd Web Doms;Business Regstr.;Income;GDP growth 2009;GDP growth 2008;Workforce;#cars;Agricult. workf.;Prod. workf.;Manufac. Workf.;Constr. workf.;Service workf.;Trade workf.;Finance workf.;Pub. serv. workf.;Bankruptcies;Unemploy.;Unempl. Youth
6631;Fulda;Rural;Hesse;West;6435,6535,6632,9672,9673,16063,16066;50.555810, 9.682838;47,4;27,7;10,2;5,9;4,6;79,7;44,5;17,7;17,6;8,3;6,9;74,4;157,8;20,2;26,5;26;8,5;18,8;21,8;5,3;131,7;86,4;19342;-2,8;0,6;808,5;549,9;2,6;28,4;20,5;7,2;69;27,5;14,8;26,7;66,7;5,8;5,5
6632;Hersfeld-Rotenburg;Rural;Hesse;West;6535,6631,6634,6636,16063;50.873776, 9.739122;30,8;45,5;8,5;6,1;5,4;78,9;31,6;34,1;13,4;7,4;8,9;73,4;111,9;23,4;28,4;24,2;7,7;16,3;23;6,1;127,3;72,3;18441;-2,9;3,9;755,9;566,6;2,8;29,3;21,5;7,1;67,9;29,6;10,9;27,3;87,9;7,3;7,5
6633;Kassel (district);Rural;Hesse;West;3152,3155,5762,6611,6634,6635,6636;51.310379, 9.410146;27,1;47,8;8,5;8,1;5,6;82,1;27;36;13,1;10,6;9,2;76;184,1;22,9;29,2;24,1;7,3;16,6;20,7;5,2;97,7;83,4;19184;-4,5;3;599,2;545,8;2,5;34,5;29,1;4,9;63;24,8;13,2;25;77,8;6;6,9
6634;Schwalm-Eder-Kreis;Rural;Hesse;West;6534,6535,6632,6633,6635,6636;51.045465, 9.365959;27,5;46,2;9,7;7,3;5,9;80,8;27,9;35,2;13,8;9,2;9,4;74,9;119,4;21,8;28,6;24,7;7,9;16,9;24,1;5,8;97,5;80,4;18044;-3,9;-0,8;615,4;561,5;3,5;26,7;21,1;5,2;69,8;25,6;8,5;35,7;59,9;6,4;6,9
6635;Waldeck-Frankenberg;Rural;Hesse;West;5762,5958,5970,6534,6633,6634;51.191081, 8.946451;33,5;39,6;11,2;7,1;5,2;77;33,2;29,1;16,5;9,3;8;71,2;88,2;21,9;28;24,4;8,1;17,6;21,1;10,2;94,7;74;18171;-4;-0,8;769,2;555,7;3,8;32,1;25,7;5,7;64,1;23,5;8,2;32,4;84,8;7;7,6
6636;Werra-Meissner-Kreis;Rural;Hesse;West;3152,6632,6633,6634,6634,16056,16061,16063,16064;51.203986, 9.937106;28,7;44,9;9,1;7,5;6,5;79,4;28,7;34,7;13,1;8,9;10,8;73,9;102,1;24,3;29,2;23,3;7,4;15,7;20,7;5,6;93,9;69,8;17818;-4,4;-0,9;625,3;543,1;4,2;26;18,1;7,2;69,8;24,2;10;35,6;97,4;8,4;9,3
7111;Koblenz;Urban;Rhineland-Palatinate;West;7137,7141,7143;50.357903, 7.584092;37,5;34,3;11,9;8,9;5,1;75,3;34,4;22,9;17,4;11,9;8,5;68,4;1013,4;22,3;26,4;27,4;8,5;15,3;41,7;7;197,8;112,8;18269;-2,1;-0,1;1402,7;489,4;0,4;12,7;8,8;2,9;86,8;24,8;19,7;42,4;132,8;8,1;9
7131;Ahrweiler;Rural;Rhineland-Palatinate;West;5314,5366,5382,7137,7138,7233;50.459962, 7.057575;45,6;28;13,1;6,6;4,5;80,5;41,1;17,9;20,4;9,1;7,3;74,1;162,7;22,9;28,8;23,5;7,9;16,7;35;4,5;147,4;107,6;18596;0,3;4,6;615,1;555,2;4,4;20,5;13,3;6,8;75;29,5;10,6;34,9;52,8;4,7;5,1
7132;Altenkirchen (Westerwald);Rural;Rhineland-Palatinate;West;5374,5382,5966,5970,7138,7143;50.687336, 7.645468;39,4;35,5;10,6;5,6;5,4;77,4;36,5;24,7;16,4;7,7;9,5;70,3;207;21,1;28;24,5;8,5;17,9;19,1;8,8;121,3;90,1;17910;-5,7;3,4;604,7;538,1;2;34,5;26,4;7,8;63,5;25,7;9,3;28,5;64,6;6,8;6,9
7133;Bad Kreuznach;Rural;Rhineland-Palatinate;West;7134,7140,7331,7333,7336,7339;49.843543, 7.870878;34,2;38,4;11,7;7,2;5,2;78,3;34,1;26,7;15,9;9,3;9,5;71,7;180,4;21,3;28,9;24,7;8;17,1;30,3;7,2;114,1;111,1;18444;-3,3;1,2;688;543,2;3,1;25,5;19,2;5,6;71,4;24,3;13,4;33,7;114,8;7,2;9
7134;Birkenfeld;Rural;Rhineland-Palatinate;West;7133,7140,7231,7235,7336,10046;49.651239, 7.164524;32,5;38,8;12,1;5,3;7,5;74,8;31,2;26,9;16,8;6,9;13,5;66,8;108,4;22,9;29,2;23,2;8,1;16,6;24,3;8,7;93,9;84,1;18085;-1,6;2,8;712,1;550,1;1,7;27,9;20;7;70,4;22,9;8,9;38,6;74,1;7,5;8,3
7135;Cochem-Zell;Rural;Rhineland-Palatinate;West;7137,7140,7231,7233;50.143115, 7.170167;49,3;26,6;13,2;4,1;4,2;80,4;44,9;18,2;19,6;6,2;6,8;73,3;88,7;23,2;27,8;23,6;8,1;17,4;14,2;8;134,9;89,6;17791;-0,1;2,4;749,6;569,7;6;17,7;10,5;7,1;76,3;28,1;10,7;37,4;82,1;4,6;4,9
7137;Mayen-Koblenz;Rural;Rhineland-Palatinate;West;7111,7131,7135,7138,7140,7141,7143,7233;50.348210, 7.349196;40,4;34,9;11,9;5,7;4,5;78,1;38,8;23,7;17,7;8,1;7,5;70;258,3;20,6;29;25,1;8;17,4;20,1;6,6;144,2;93,9;18442;-4,5;1,9;608,5;554,3;2;27,5;20,1;6,4;70,5;27,3;11,4;31,8;103,7;5,7;6,1
7138;Neuwied;Rural;Rhineland-Palatinate;West;5382,7131,7132,7137;50.437806, 7.470932;38,1;35,9;11,6;6,5;4,9;79,2;35,7;25;17,2;8,6;8,7;71,9;289,5;21,4;28,6;23,8;8,2;18,1;19,5;10,5;153,8;111,4;19570;-4,4;-0,8;683,2;555,6;1,5;32,2;24,1;7;66,3;23,8;11,8;30,7;161,6;6,7;7,1
7140;Rhein-Hunsrueck-Kreis;Rural;Rhineland-Palatinate;West;7133,7134,7135,7137,7141,7231,7339;50.054846, 7.526457;39,3;32,8;13,7;6,6;4,8;79,4;36,7;22,6;18,2;9,2;8,6;72,4;106,8;20,9;28,7;24,5;8,1;17,7;23,1;7;139,6;103,7;18561;-3,5;4,5;729,4;577,4;3,5;27,2;18,8;8,2;69,3;27;12,5;29,8;103,2;5,6;6,2
7141;Rhein-Lahn-Kreis;Rural;Rhineland-Palatinate;West;6439,6533,7111,7137,7140,7143,7339;50.287453, 7.863003;33,8;38,7;11,7;7,5;5,1;78,3;31,5;28,1;16,8;9,7;8,8;72;159,1;22,1;29,3;24;7,8;16,8;25,2;7,7;126,9;92,4;18675;-1,4;-0,5;590,4;564,2;2,5;26,2;19,6;6,2;71,3;24,3;9,1;37,9;122,1;5;3,9
7143;Westerwaldkreis;Rural;Rhineland-Palatinate;West;5970,6532,6533,7111,7132,7137,7141;50.529813, 7.841986;40,7;32,3;12,5;6,2;5;79;36,8;22,3;18,9;8,1;8,7;72,5;201,8;19,8;28,1;25,3;8,3;18,5;19,7;7,3;132,2;99,2;19459;-3,5;1;683,8;574,1;1,8;32,8;23,6;8,7;65,4;25,7;12,9;26,8;92,7;5,5;6,6
7211;Trier;Urban;Rhineland-Palatinate;West;7235;49.749052, 6.639847;32,5;36,6;10,7;12,2;5,7;72,4;33,2;22,7;14,7;15,7;9,4;68;892,9;18,5;24,5;30,4;12,4;14,3;40;6,9;169,1;85,7;17832;0,1;4,4;1046,6;436,5;0,7;16;10,8;3,9;83,4;28,2;12,4;42,7;46;6,8;6
7231;Bernkastel-Wittlich;Rural;Rhineland-Palatinate;West;7134,7140,7135,7140,7232,7233,7235;49.942425, 6.975264;41,1;30,7;13,6;6;5,5;78,4;39,8;19,7;18,9;8,4;8,8;71,6;94,7;21,5;28,4;24,7;8;17,4;24;7,3;132,4;102,6;19119;-3,2;2,6;739,9;574,6;6,1;31,9;23,1;8,3;62;24,5;9,5;28;112,2;4,3;4,7
7232;Eifelkreis Bitburg-Pruem;Rural;Rhineland-Palatinate;West;5366,7231,7233,7235;50.066771, 6.425928;43,2;31;12,9;5,8;4,3;78,1;40,6;19,1;19,1;9,1;8;71,3;58;20,6;28;25;8,2;18,2;26,6;6,7;116,5;84,6;17836;-3,1;0;643,9;573,9;6;31;21,6;8,8;63;25,7;9;28,2;95,3;3,6;4
7233;Vulkaneifel;Rural;Rhineland-Palatinate;West;5366,7131,7135,7137,7231,7232;50.248282, 6.767464;46,3;28,4;12,8;5,3;4,5;79,3;41,3;19;20,2;7,1;8,3;71,4;67,8;22,9;28,2;22,7;8,3;17,9;26,7;4,5;131,6;105,1;17851;-1,7;4,1;731,8;563,1;4,4;26,8;19,9;6,5;68,7;26,3;7,2;35,2;99,5;5,1;4,9
7235;Trier-Saarburg;Rural;Rhineland-Palatinate;West;7134,7211,7231,7232,10042,10046;49.651498, 6.636180;38,3;35,9;10,4;6,8;5,9;81,2;39,4;22;15,2;9,7;9,8;75,2;129,6;19,4;28,5;26,2;7,8;18;18,9;7,5;89,1;72,2;18913;-2,2;-1,6;462,8;576,3;5,8;27,3;17,7;9,3;66,9;29,8;8,8;28,2;47,9;3,5;3,8
7311;Frankenthal (Pfalz);Urban;Rhineland-Palatinate;West;7314,7338,8222;49.531630, 8.344950;37,9;35,1;10;6,7;5,4;76,5;36,7;24,1;14,4;8;10,9;68,8;1071,2;22,8;27,6;25,4;8;16,1;32,4;8,2;125,3;102,1;17551;-8,2;2,9;739,3;494,8;1;33,9;27,8;5;65,1;23,5;12,1;29,4;112;8,1;9,5
7312;Kaiserslautern;Urban;Rhineland-Palatinate;West;7332,7335;49.439834, 7.754131;31,2;35,1;11,1;8,9;8,7;71,7;28,7;24,5;15,2;10,6;13,8;64,4;710,5;20,2;27,2;27,3;10,8;14,6;43,4;4,9;116;127,4;16377;-2,5;1,1;1007,5;477,4;0,2;19,4;14,9;3,4;80,4;23,4;19,9;37,1;112,8;10,8;11,7
7313;Landau in der Pfalz;Urban;Rhineland-Palatinate;West;7337,7332;49.198705, 8.114900;32,8;32,8;13,1;11,3;5,6;76,4;30,3;23,1;16,9;14,5;9,2;69,2;518,2;19,4;26,8;28,2;9,3;16,3;43,3;7,2;135,4;95,3;18688;-1,1;-0,8;974,3;528,4;1,6;13,9;9,9;3,5;84,4;27;16,6;40,8;38,1;6;6,1
7314;Ludwigshafen am Rhein;Urban;Rhineland-Palatinate;West;7311,7338,8222;49.478035, 8.439760;31,1;39,1;9,2;7;6,8;74,7;29,7;28,3;13,3;8,8;11,6;65,9;2106,3;20,1;26,9;27,6;8,5;16,9;28,9;9,4;96,6;97,4;16410;-8,5;-2,1;1031,9;437,1;0,6;42,8;37,5;4,2;56,5;15,8;16,6;24,1;95,2;9,9;10,4
7315;Mainz;Urban;Rhineland-Palatinate;West;6414,6433,7339;49.991439, 8.243904;32,6;32,8;12,4;14,1;4,8;80,1;31,3;22;14,5;18,6;7,5;75,2;2023,5;17,8;24,5;32,3;10,6;14,8;45,7;3,6;190,2;112,2;18569;1,6;2,6;1039,8;447;0,5;10,8;7,6;2,5;88,7;22;20;46,7;94,3;6,5;5,9
7316;Neustadt an der Weinstrasse;Urban;Rhineland-Palatinate;West;7332,7337,7338;49.350243, 8.144564;40,2;30;11,8;9,2;4,7;79,7;38,3;20,4;16,4;11,5;7,5;72,8;457,1;23,2;29;23,8;8;15,9;44,9;5,9;132,6;80;20211;0,9;2,4;770,9;536,5;3,1;15,2;7,8;6,9;81,7;27,3;16,1;38,4;72,6;6,7;6,6
7317;Pirmasens;Urban;Rhineland-Palatinate;West;7340;49.200633, 7.598940;34,2;32,7;9,8;4,6;9,7;71,6;31,7;23,6;14,7;6,3;15;63,3;665;25,3;28,4;22,9;8;15,4;37,2;7,7;86,3;93;17768;0,7;1,3;1023,8;520,3;0,5;26,7;21,2;4,5;72,8;26,3;13,5;33,1;57,9;14,8;14,5
7318;Speyer;Urban;Rhineland-Palatinate;West;7338,8215,8226;49.317746, 8.438125;34,5;33,4;10,6;10,1;5,7;76,2;32,8;22;15;13,2;10;69,5;1169,5;20,3;28,7;26,3;7,8;17;50,5;4,6;141,9;117,5;21058;-2,1;7,3;1046;508,7;0,4;20,7;16,8;3,2;78,9;24;13;41,9;81,5;7,6;7,4
7319;Worms;Urban;Rhineland-Palatinate;West;6431,6433,7331,7332,7338;49.635091, 8.353170;33,5;38,4;10,2;6,8;5,9;73,4;32,2;27,7;14,8;9,3;9,1;65,9;752,2;19,4;27,7;27,1;9;16,9;33,1;6,6;127,6;101;17181;-3,1;-5,3;731,5;480,6;1,5;25,2;18,1;5,8;73,3;29,4;14,5;29,4;187,9;8,6;10,2
7320;Zweibruecken;Urban;Rhineland-Palatinate;West;7340,10045;49.245061, 7.362721;29,8;37;10,4;6,2;11,5;73,1;27,5;25,4;14,8;8,3;16,2;66,8;482,9;22,6;28,2;24,5;8,5;16,2;40,5;8,4;121,7;89,4;17610;-14,1;8,9;1033,5;554;0,8;27,4;23,9;3,1;71,8;24,8;8,4;38,5;133,2;8,8;9,7
7331;Alzey-Worms;Rural;Rhineland-Palatinate;West;6431,6433,7133,7319,7332,7333,7339;49.745654, 8.175833;33,1;38,6;11,6;6,7;5,2;80,8;31,7;27,8;16;9,4;8,4;74,5;212,1;18;30,3;25,3;8,1;18,4;23,7;5,1;125,9;110,3;18517;1,4;-2,8;511,1;575,5;7,5;21,2;12,5;8,4;71,3;24,3;17,9;29,1;51,6;5,3;6,9
7332;Bad Duerkheim;Rural;Rhineland-Palatinate;West;7312,7313,7316,7319,7331,7335,7333,7337,7338,7340;49.458955, 8.123617;36;35,3;12;7,3;4,9;81,9;34,6;24,3;17,4;8,9;8,6;75,8;223,7;22;30,3;23,7;7,2;16,7;25,5;6,7;154,1;100;20218;-0,8;3;530;581,2;6;21,4;14,1;6,7;72,5;27,9;12,7;32;39;4,3;5,2
7333;Donnersbergkreis;Rural;Rhineland-Palatinate;West;7133,7331,7332,7335,7336;49.646865, 7.944025;30,1;39,2;11,2;6,9;6,8;77,7;29;28,4;15,1;8,3;11,9;70,8;118,6;19,5;29,6;24,4;8,2;18,2;25,5;6,8;88,7;95,5;17658;-6,4;-1,3;553,8;559,4;3,5;34,3;27,7;5,8;62,2;20,6;9,8;31,8;102,5;6,3;7,3
7334;Germersheim;Rural;Rhineland-Palatinate;West;7337,7338,8212,8215,8216;49.214518, 8.369620;37,7;33,1;11,4;6,9;4,7;79,7;35,2;23;16,5;8,8;8,5;72;269,8;17,9;28,8;26,4;8,7;18,1;22,6;4,6;100,5;86,9;18411;-17;-2,9;661,4;560,5;2,7;45,6;39,8;5,4;51,7;18,7;9,8;23,1;40,4;5,3;6,2
7335;Kaiserslautern (district);Rural;Rhineland-Palatinate;West;7312,7332,7333,7336,10045;49.440058, 7.756534;35,6;35,4;10,1;5,9;7,7;79,8;33,5;25,3;14,7;7,4;12,5;72,1;165,9;20,3;29,5;24,1;8,2;17,9;27,1;5,5;96,5;98,5;17384;-1,1;7;459,7;554,9;2,5;23,7;12,7;10,2;73,9;28,1;9,7;36,1;139,8;6,1;7,2
7336;Kusel;Rural;Rhineland-Palatinate;West;7133,7134,7333,7335,10043,10045,10046;49.538392, 7.405894;25,5;43,2;8,9;5,5;11,5;77,9;25,3;30,5;12,2;7,4;17,8;72;127,8;22,2;30;23,2;8,1;16,5;18,5;7,7;76,8;58,7;16979;-0,4;2,4;466,8;581,8;3,4;23;16,5;6;73,6;22,2;11;40,5;60,9;6,4;7,9
7337;Suedliche Weinstrasse;Rural;Rhineland-Palatinate;West;7313,7316,7332,7334,7338,7340;49.186201, 7.986756;38,1;32;12,5;7,9;4,7;81,5;34,8;22,3;17,9;10,1;8,5;75,2;170,6;21,3;29,9;24;7,8;16,9;25,7;5,6;121,2;95,7;18666;-4,3;2,2;560;588,1;8,1;24,9;16,9;7,7;67;25,4;9,7;31,9;47,3;4,5;4,9
7338;Rhein-Pfalz-Kreis;Rural;Rhineland-Palatinate;West;6431,7311,7314,7316,7318,7319,7332,7334,7337,8222,8226,8215;49.444549, 8.345801;37,3;34,2;11,8;7,3;4,6;84,2;35,7;24;16,8;9;8,1;77;487,7;21,4;30,1;24,5;7,5;16,7;14,2;5,5;103,4;100,3;20302;0,5;2,7;421;581,3;11,7;21,5;11,4;9,3;66,8;27,5;13,2;26,2;55,4;4,2;4,8
7339;Mainz-Bingen;Rural;Rhineland-Palatinate;West;6414,6433,6439,7133,7140,7141,7315,7331;49.939627, 8.037939;35,1;34,7;13,3;9,2;4,4;83;34,4;24,4;16,4;12,3;7,3;77,4;332,8;18,5;29,6;26,3;7,5;18,1;35,9;5,4;149,9;100,3;21836;-4,5;5,8;518,7;578;5,1;27,2;19,6;6,9;67,8;28,3;11,9;27,6;93,2;4,6;5,7
7340;Suedwestpfalz;Rural;Rhineland-Palatinate;West;7317,7320,7332,7337,10045;49.247836, 7.694461;39,1;30,8;11,4;4,9;7,8;82;36,7;21,5;16,1;6,4;12,2;75,8;104,4;23;29,9;23,4;7,9;15,9;6,9;6,2;106,2;76;18624;-1,3;0,4;378,1;592,8;3,9;28,6;18,7;9,6;67,5;30,9;7,5;29,1;84;5,6;6,3
8111;Stuttgart;Urban;Baden-Wuerttemberg;South;8115,8116,8118,8119;48.777625, 9.173095;32,7;32;12,8;15;4,4;79,1;28,5;19,8;18,4;20,1;7,8;74,3;2901,6;18,9;25,3;32,6;8,3;14,8;40,1;6,8;236,6;85,8;22357;-4,7;-4,8;1138,7;455,8;0,4;21,1;17,1;3,2;78,6;19,2;28,1;31,3;68,9;6,4;5,1
8115;Boeblingen;Rural;Baden-Wuerttemberg;South;8111,8118,8235,8236,8116,8415,8416;48.681256, 9.011650;39;29,3;14,1;10,4;3;81,6;33,9;19,1;21;13,9;6,1;75,6;601,5;19,2;26,8;27,6;7,9;18,5;31,1;5,4;140,2;93,7;20830;-11;-3,2;866,8;576,5;0,9;39,5;35,8;3,5;59,6;22,3;18,5;18,9;50,7;4,5;4,6
8116;Esslingen;Rural;Baden-Wuerttemberg;South;8111,8115,8117,8119,8415,8425;48.742012, 9.325773;38,4;30,4;12,6;11,3;3;81,9;33,5;19,8;19,6;15,3;5,9;75,9;801,4;20;27,1;27,2;7,7;17,9;27,2;4,8;178;103,9;21667;-8,1;1;749,4;554,5;1;37,2;31,6;5,1;61,7;23,7;15,8;22,2;76,8;4,6;4,6
8117;Goeppingen;Rural;Baden-Wuerttemberg;South;8116,8119,8136,8135,8415,8425;48.703485, 9.650173;38;31,5;12,3;9,5;4;78,8;33,1;20,7;19,1;13,3;7,3;72;394,7;20,7;27,3;25,8;8,2;18;24,7;5,8;121,5;104;20229;-6,4;1,6;676,2;547,9;1,5;37,7;30,2;7,1;60,8;22,5;12,3;26;98,5;5,4;5,8
8118;Ludwigsburg;Rural;Baden-Wuerttemberg;South;8111,8115,8119,8125,8236;48.894356, 9.196940;36,7;32,2;12,7;10,6;3,5;81,5;32,7;20,3;19,6;14,8;6,7;75,7;752,6;19,4;26,8;27,8;7,8;18,3;27,5;5,1;141,8;96,7;21827;-6,5;1,2;696,1;541,8;2;33,2;27,7;5,1;64,9;23,6;17;24,3;70,1;4,8;4,9
8119;Rems-Murr-Kreis;Rural;Baden-Wuerttemberg;South;8111,8116,8117,8118,8125,8127,8136;48.908716, 9.493671;38,7;29,7;13,1;10,8;3,3;80,4;33,2;19,5;20,5;13,9;6,4;73,9;484,4;20,2;27,4;26,4;7,8;18,2;24,1;4,7;131,5;95,9;21503;-5,4;1,5;669,9;538,7;2;35,2;28,6;6,3;62,8;22,3;15,1;25,4;73,4;4,7;3,9
8121;Heilbronn;Urban;Baden-Wuerttemberg;South;8125;49.142999, 9.204874;36,9;34;12;8,2;4,3;74,3;32,9;22,7;18,7;10,8;8,2;67,1;1225,6;20,3;26,1;28,1;8,4;17;28,9;4,5;148,8;97;31020;-4,2;-0,3;1150,7;474,2;0,7;26,8;21,9;3;72,5;23,8;21,7;27;78,6;8;6,8
8125;Heilbronn(District);Rural;Baden-Wuerttemberg;South;8118,8119,8121,8126,8127,8215,8225,8226,8236;49.152655, 9.179811;40,3;31,3;12,2;7,5;3,5;79,6;35;20,1;20,5;10,5;6,7;73,1;299,2;18,1;27,4;26,9;8,4;19,1;20,6;5,7;121,9;91,4;20289;-8,7;0;696,1;596,1;3,2;43,8;37,7;5,4;53;20,4;13,5;19,1;71,3;4,9;4,8
8126;Hohenlohekreis;Rural;Baden-Wuerttemberg;South;8125,8127,8225,8128;49.278593, 9.601735;42,8;28,5;11,9;7,5;3,6;77,4;37,5;17,7;20;10,8;7;70,4;140,4;18,4;27,5;26,2;8,9;19,1;20,9;7,8;97,1;69,9;20599;-8,4;-0,2;853,6;613,6;3,9;40,5;34,8;5,3;55,7;28,7;7,7;19,3;38,7;4,6;4,2
8127;Schwaebisch Hall;Rural;Baden-Wuerttemberg;South;8119,8125,8126,8128,8136,9571;49.118572, 9.776964;38,1;31;11,4;10,3;3,7;73,9;33,1;18,8;18,2;14,4;8;68,4;127,2;18,2;27,3;26,3;8,7;19,4;20,6;5,8;96,1;80,1;18660;-3,9;3,3;763,7;553,5;3,7;36,7;29,3;6,7;59,6;20,3;16;23,3;82;4,4;4,9
8128;Main-Tauber-Kreis;Rural;Baden-Wuerttemberg;South;8126,8127,8225,9571,9575,9679,9676,9677;49.548318, 9.725973;47,5;26,1;10,7;7,3;3,3;78,9;41,6;17,1;17,5;10,1;6,9;72,1;102,9;20,8;28;25,1;8,3;17,8;21,9;4,1;100,8;70,8;18639;-4,4;3;809,9;566,5;3,6;37,3;31,9;5;59;20,6;8,7;29,7;97,4;4,7;4,7
8135;Heidenheim;Rural;Baden-Wuerttemberg;South;8117,8136,8425,9773,9774,9779;48.690119, 10.159541;37,5;34,5;10,1;8,4;4,4;77,5;33,5;22,7;16,1;12;8,5;70,3;210,3;21,6;27,2;25;8,3;17,9;21,6;5;87,4;76,5;19570;-7,6;0,3;755,2;531,8;1,6;42,3;37,1;4,4;56;19,2;13,6;23,2;107,5;5,5;5,6
8136;Ostalbkreis;Rural;Baden-Wuerttemberg;South;8117,8119,8127,8135,9571,9779;48.875943, 10.011835;44;30,2;10,1;7,9;3,6;77,9;38,2;19,1;17,6;11,3;7,5;72;206,5;19,4;26,9;26,1;8,5;19,1;24,9;4,9;95,8;81;20066;-7,2;-0,8;733,9;545,9;2,3;39,3;33;5,9;58,4;19,9;10,7;27,7;91,4;5;5
8211;Baden-Baden;Urban;Baden-Wuerttemberg;South;8216;48.764120, 8.235694;40,7;28,9;13;10,8;3,7;76,8;37,8;17,3;20,1;13,6;6,8;71,1;388,7;26,7;28,5;23,9;6,6;14,3;42,6;7,9;218,7;131,1;25292;-4,3;3,5;1272;550,5;1,3;21,6;16,3;4,3;77,2;24,6;17,1;35,5;81,5;6,9;5,6
8212;Karlsruhe;Urban;Baden-Wuerttemberg;South;7334,8215,8236;49.004589, 8.401981;32,9;32,1;12;14,7;5;76,1;28,6;20,6;17,4;18,4;8,3;71,1;1683,1;19,5;25,8;30,5;9,6;14,6;39,2;5,8;254,2;98;19880;-0,7;2,8;1093,2;446;0,2;16,1;10,6;3,2;83,7;24,7;25;34;45,3;6,6;5,2
8215;Karlsruhe(District);Rural;Baden-Wuerttemberg;South;7318,7334,7338,8125,8212,8216,8226,8235,8236;49.031608, 8.452793;42,1;29,8;11,8;8,5;3,5;80,3;36,9;19,6;19,2;11,1;6,7;73,7;397,8;19,7;28,6;26;7,9;17,8;23,4;5,4;139,6;93,4;20309;-6,3;2,7;671,3;547,2;1,4;32,3;25,7;5,6;66,4;22,3;21,1;23;58,7;4,2;4,7
8216;Rastatt;Rural;Baden-Wuerttemberg;South;7334,8211,8215,8235,8237,8317;48.859418, 8.201465;41,8;32,1;10,5;7,9;3,8;76,3;39,2;19,5;17,2;11,1;7,1;69,8;307,2;20,4;28,7;25,4;7,9;17,5;19,3;6,5;114,2;81,4;19476;-11,1;-1,8;738;564,8;1,7;46,6;40,8;5,4;51,7;20,6;10,5;20,6;71,9;4,5;4,9
8221;Heidelberg;Urban;Baden-Wuerttemberg;South;8222,8226;49.399249, 8.668165;30,3;30,4;12,6;19,9;4,8;79,6;27,6;21;16,5;22,4;7,9;75,2;1345,8;16,6;25,2;33,6;11,4;13,2;49,6;3;202,1;98,3;21561;-3,2;5,3;1040,2;373,6;0,4;16;13,2;2;83,5;20;17,5;46;58,6;6,3;4,2
8222;Mannheim;Urban;Baden-Wuerttemberg;South;6431,7311,7314,7338,8221,8226;49.487492, 8.468430;31,1;37,1;9,9;10,9;6,6;73,7;29;24,7;15;13,6;11,3;67,6;2152,1;19,2;27,2;29,7;8,7;15,2;29,7;6,8;166,5;138,9;17613;-3,1;5,9;1034,3;435,8;0,4;25,3;19,8;4,3;74,3;24,4;24,3;25,5;80;8,6;4,6
8225;Neckar-Odenwald-Kreis;Rural;Baden-Wuerttemberg;South;6437,8125,8126,8128,8226,9676;49.489235, 9.293227;46;28,8;10,5;6,2;3,8;77;42,4;19,8;16,4;8,3;6,9;69,9;131,2;19,6;28,6;25,4;8,5;17,9;23,9;7,8;87,2;78,5;18017;-4,3;1,6;631,3;536,6;2,8;34,5;27,2;6,5;62,8;19,4;9,8;33,5;89,2;5,3;5,1
8226;Rhein-Neckar-Kreis;Rural;Baden-Wuerttemberg;South;6431,6437,7318,7338,8125,8215,8221,8222,8225;49.313227, 8.767797;37,7;32,1;12,2;9,9;4,2;81,6;34;21,8;18,6;12,2;7,7;75;505,1;20;28,5;26,5;7,8;17,2;26,7;5,6;141;96,9;20790;-2,5;2,3;605,1;558,9;1,4;27,5;22;5,2;71,1;24,4;22,2;24,5;64,2;4,6;3,9
8231;Pforzheim;Urban;Baden-Wuerttemberg;South;8235,8236;48.891742, 8.695136;40,5;30;12,5;7,8;4,7;71,7;35,9;20,3;18,6;10,2;8,8;63,8;1222,2;21,1;26,6;26,6;8,7;17;33,4;6,3;121,1;97,8;19926;-4;0,9;882,9;443,4;0,4;27,5;23,2;3,6;72,1;25,5;17;29,6;116,6;9,9;8,4
8235;Calw;Rural;Baden-Wuerttemberg;South;8115,8215,8216,8231,8236,8237,8416;48.711985, 8.747332;42,6;26,7;12,9;8,4;3,4;78,5;37,7;17,8;20,1;10,4;6,8;72,9;198,2;19,6;27,8;25,4;8,4;18,7;21,7;6,3;105;91,6;19681;-4;0,1;588,9;533,4;2,1;30,3;23,3;6,6;67,6;24,5;9,6;33,4;63;4,8;4,6
8236;Enzkreis;Rural;Baden-Wuerttemberg;South;8115,8118,8125,8212,8215,8231,8235;48.968730, 8.753939;38,5;31,6;12,7;8,7;3,7;80,6;33,8;19,9;20,2;12,1;6,7;74,3;339,1;19,8;28,1;25,2;8;18,8;16,4;2,8;138,1;89,1;22022;-8,1;-1,5;577,8;564,6;1,6;47,8;42,1;5,4;50,6;19,5;9,6;21,6;77,4;4,4;4,4
8237;Freudenstadt;Rural;Baden-Wuerttemberg;South;8216,8235,8317,8416,8417;48.465280, 8.417289;44;26,5;12,9;7,5;3,1;76,2;38,5;17;20,3;10,1;6,7;70,4;138,6;19,3;27,1;26,2;8,6;18,8;17,7;7;88,7;83,2;20776;-8,9;3,2;752,4;526,2;2;39,2;32,8;6;58,8;25,1;9,3;24,5;49,2;4,8;4,7
