age,education,ethnicity (white::other),gender (female::male),hours-per-week,income (<=50k::>50k)
37,9,1,0,40,1
33,13,0,1,40,1
28,9,1,0,55,1
49,10,1,1,28,1
47,9,1,1,7,0
59,9,1,1,40,1
35,9,1,0,40,1
35,13,1,0,40,1
29,13,1,0,40,1
57,12,0,1,40,1
41,13,1,0,60,0
37,14,1,0,45,0
20,10,1,0,40,1
44,9,1,0,60,1
20,9,1,1,30,1
38,13,1,1,28,0
23,9,1,0,40,1
24,9,1,1,36,1
46,13,1,0,40,0
32,9,1,0,40,1
21,9,1,0,40,1
32,10,1,0,40,1
41,10,1,0,45,1
51,9,1,0,40,1
69,4,1,0,10,1
39,9,1,0,50,0
43,10,1,0,40,1
51,13,1,0,40,0
43,9,1,0,40,1
35,7,1,1,84,1
32,9,1,0,40,1
25,13,1,1,21,1
64,10,1,1,40,1
28,13,1,1,40,1
44,2,1,0,40,1
40,13,1,0,40,0
21,10,0,0,40,1
23,9,1,0,40,1
23,10,1,1,20,1
19,9,0,0,40,1
61,10,1,0,25,1
47,4,0,0,40,1
39,6,1,0,45,1
51,9,1,1,40,0
25,6,1,0,40,1
33,9,1,0,45,1
34,10,1,1,38,1
54,10,1,0,50,1
24,13,1,1,40,1
28,9,0,0,50,1
33,10,1,0,44,1
63,9,1,0,14,1
31,9,1,0,60,0
70,9,1,0,16,1
43,9,1,1,40,1
36,10,1,1,12,0
50,7,1,0,40,1
21,10,0,1,30,1
31,10,0,1,40,1
19,10,1,1,30,1
39,10,1,1,35,1
29,4,1,1,40,1
39,10,1,0,40,1
17,4,0,0,40,1
46,10,1,1,40,1
62,9,1,0,40,1
32,6,0,1,23,1
28,9,0,1,40,1
19,10,0,1,40,1
61,16,1,0,40,1
18,10,1,0,25,1
39,15,1,0,50,0
24,13,1,0,45,1
38,10,1,0,41,1
38,14,0,0,40,0
17,6,1,0,20,1
28,9,1,0,40,1
52,9,1,0,8,1
61,15,1,0,20,0
69,3,1,0,40,1
19,9,1,1,25,1
26,10,1,0,40,0
34,10,1,0,40,0
70,5,1,1,40,1
21,9,1,1,25,1
43,9,1,0,44,1
52,9,1,0,40,1
59,9,1,0,40,0
21,11,1,1,40,1
53,14,1,0,40,0
55,10,1,0,40,0
46,14,1,0,60,0
36,9,1,1,37,1
39,9,1,0,48,1
78,13,1,0,3,1
30,9,1,1,30,1
22,10,1,1,16,1
43,13,1,0,40,0
36,9,1,0,56,1
36,13,1,0,40,0
50,9,1,1,40,1
27,13,1,1,35,1
46,9,1,0,40,0
24,13,1,0,20,1
41,9,1,0,40,1
68,9,1,0,24,1
38,10,1,0,40,1
47,9,1,0,40,0
41,10,0,0,20,1
31,16,1,1,48,1
29,10,1,0,42,1
26,9,1,1,40,1
51,10,1,1,36,1
26,13,0,0,60,1
27,13,1,1,60,1
36,9,1,0,50,1
28,13,1,1,40,1
53,13,1,1,40,1
40,13,1,0,40,1
38,9,1,1,20,1
21,4,1,0,40,1
53,6,1,0,34,1
34,9,1,0,40,1
43,9,1,0,60,1
64,6,1,0,40,1
21,10,1,1,40,1
25,13,1,0,13,1
38,15,0,1,57,0
47,14,0,0,50,0
48,16,0,0,40,0
57,9,1,0,50,1
37,13,1,1,35,1
37,7,1,0,40,1
51,9,1,0,55,0
32,12,1,1,40,1
49,9,1,0,40,1
52,9,1,0,14,1
64,12,1,0,45,0
46,9,1,1,45,1
24,10,1,0,40,1
39,13,1,0,45,0
23,9,1,1,40,1
30,10,1,0,44,1
34,14,1,1,60,0
30,10,1,0,40,1
25,13,0,1,40,1
58,13,0,0,40,1
32,10,1,0,50,1
37,9,0,1,25,1
35,9,0,1,40,1
18,3,1,0,30,1
46,13,1,1,40,1
71,13,1,0,45,0
44,6,1,1,40,1
45,6,1,1,40,1
40,8,1,0,40,0
38,13,1,0,50,0
52,9,0,1,40,1
47,9,1,0,40,1
49,13,1,1,35,1
59,9,1,0,40,1
22,11,1,1,37,1
44,10,1,0,40,0
76,13,1,1,20,1
50,6,1,0,40,1
33,10,1,0,40,1
43,9,1,0,48,0
27,9,1,1,40,0
37,9,1,0,40,1
40,7,1,0,55,1
49,10,0,1,40,1
48,10,1,0,45,1
49,9,1,1,40,1
22,10,1,0,40,1
42,9,1,1,40,1
36,10,1,1,40,1
57,10,1,0,50,1
30,9,0,1,40,1
40,9,0,0,40,1
42,9,1,0,45,1
56,9,1,0,40,0
55,10,1,1,40,1
25,9,1,0,40,1
52,9,1,0,40,1
33,10,0,1,35,1
55,9,1,0,40,1
47,13,1,0,60,0
23,12,1,1,65,1
55,13,1,1,50,1
43,9,1,1,50,1
31,11,1,0,50,1
62,12,1,1,40,1
42,9,1,0,8,1
38,9,1,0,40,0
29,9,1,0,42,1
26,10,1,0,60,1
26,9,1,1,52,0
37,9,1,0,72,1
79,8,1,0,45,0
61,4,1,0,48,1
28,4,1,1,99,1
60,13,1,0,60,0
51,9,1,0,81,1
34,9,1,0,43,0
35,9,1,0,40,1
27,6,1,0,60,1
44,9,1,1,40,1
25,9,1,1,20,1
32,4,1,1,40,1
36,10,1,0,20,0
27,14,1,0,30,1
40,16,1,0,60,0
43,10,1,0,40,0
25,13,1,0,40,1
41,9,1,0,50,1
30,13,1,0,45,0
26,13,1,0,45,0
52,7,0,0,40,1
32,13,1,1,45,1
33,9,1,0,40,1
35,9,1,0,55,1
48,9,1,1,44,1
62,4,1,0,5,1
40,12,0,1,2,1
41,10,1,1,20,1
28,3,1,1,40,1
23,10,1,1,30,1
50,13,1,0,40,0
51,10,1,1,35,1
63,10,1,0,48,1
63,9,1,1,40,1
40,9,1,0,60,0
20,7,1,1,40,1
61,10,1,0,30,0
40,9,1,0,40,1
41,13,1,1,15,0
41,13,0,0,40,1
27,13,1,1,24,0
20,10,1,1,15,1
28,13,1,0,40,0
35,9,1,0,40,1
31,13,1,0,40,1
34,13,1,0,50,0
57,14,1,0,50,0
28,9,1,1,40,1
38,10,1,0,40,0
37,11,1,0,40,1
43,10,0,1,40,1
26,9,1,0,40,1
26,10,0,0,65,1
27,11,1,0,50,1
33,13,1,0,45,1
45,13,1,1,40,1
65,13,1,0,20,1
57,10,1,0,45,0
59,9,1,1,38,1
18,10,1,0,26,1
44,8,1,0,40,1
37,10,1,0,40,1
27,9,1,0,40,1
43,13,1,1,45,0
59,15,1,0,40,0
19,9,1,0,40,1
36,9,0,0,90,1
68,10,1,0,40,0
63,7,1,1,30,1
37,10,1,0,57,1
46,14,1,1,60,1
31,12,1,1,35,1
23,9,1,0,40,1
22,10,1,0,30,1
49,9,1,0,44,1
36,9,0,1,40,1
38,10,1,0,50,1
46,14,1,0,45,0
24,12,1,1,40,1
26,13,0,1,40,1
47,4,0,1,40,1
40,10,1,0,40,0
31,14,1,1,50,1
42,3,1,0,35,1
48,11,1,0,70,0
56,10,0,1,38,1
50,9,1,0,40,0
17,6,1,0,20,1
21,9,0,0,25,1
50,9,1,1,40,1
49,9,1,1,32,1
34,9,1,1,15,1
32,9,1,0,60,0
28,10,1,0,40,0
62,13,1,0,50,0
23,13,1,0,15,1
24,14,0,1,40,1
31,11,1,1,40,1
36,9,1,0,40,1
58,12,1,1,35,1
46,3,1,1,40,1
39,14,1,0,40,0
48,9,1,1,18,1
21,9,1,0,42,1
39,9,1,0,40,1
21,10,1,1,35,1
33,11,1,0,40,0
37,9,1,0,50,0
29,9,1,1,40,1
30,13,0,1,40,0
43,9,1,1,40,1
22,9,1,0,40,1
25,14,1,1,40,0
69,10,1,0,40,1
17,7,1,1,25,1
18,7,1,0,12,1
54,9,1,1,40,1
65,9,1,0,45,1
28,8,0,0,40,1
27,11,1,1,38,1
35,12,1,0,45,0
38,11,1,1,40,0
33,9,1,0,40,1
26,9,1,0,40,1
56,10,1,1,60,0
38,13,0,0,70,0
51,10,1,1,60,1
26,10,1,1,50,1
33,13,1,0,55,0
44,4,1,0,50,1
36,5,1,1,40,1
42,10,1,0,40,1
44,12,1,0,40,1
44,13,1,0,55,0
21,10,1,1,20,1
41,10,1,0,50,0
41,16,1,0,50,0
62,11,1,0,50,0
27,7,1,0,45,1
38,13,1,0,40,0
60,10,0,1,30,1
24,8,1,0,40,1
24,9,1,0,40,1
22,9,1,0,40,1
32,10,1,1,40,1
22,2,1,0,24,1
51,13,1,0,40,1
31,14,1,0,48,0
42,15,1,0,55,0
48,12,1,1,40,0
49,9,1,0,43,0
37,13,1,1,42,1
37,15,1,0,45,0
66,13,1,0,40,0
18,9,1,1,24,1
46,11,0,1,40,1
52,9,1,0,40,0
23,9,1,0,40,1
67,9,1,0,38,0
19,10,1,1,25,1
37,13,1,1,45,1
42,9,1,0,60,0
39,10,0,0,40,1
54,9,1,0,40,0
46,9,1,0,40,1
47,9,0,1,32,1
33,9,0,1,40,1
69,10,1,1,14,1
21,10,1,0,40,1
27,9,0,0,48,1
39,9,1,0,40,0
23,10,0,0,40,1
26,11,1,1,36,1
42,16,0,1,40,1
36,9,1,0,40,1
24,9,1,0,40,1
35,5,1,0,40,1
42,9,0,1,40,1
37,11,1,0,44,0
41,16,1,0,50,0
27,11,0,1,40,1
42,15,1,0,50,0
44,13,1,1,16,0
18,9,1,1,16,1
41,13,1,0,40,0
31,9,1,0,40,1
26,10,1,0,40,1
67,2,1,1,34,1
37,10,1,0,60,0
51,9,1,0,40,1
26,10,0,0,40,1
40,12,1,0,40,0
25,9,1,0,40,1
38,11,1,0,40,0
43,9,1,0,40,1
23,10,1,1,40,1
44,13,1,0,50,0
60,14,1,1,25,1
38,14,1,1,55,1
21,10,1,0,20,1
18,10,1,1,25,1
49,13,0,1,60,0
43,3,1,1,40,1
26,7,1,1,65,1
36,9,1,0,25,0
31,9,1,1,35,0
38,9,1,1,40,1
43,10,1,0,84,1
58,9,1,1,35,1
55,9,1,1,29,1
39,12,0,1,35,1
38,13,1,1,35,1
54,9,1,0,35,1
57,15,1,0,40,1
35,12,1,0,52,1
44,15,0,0,60,0
36,9,1,0,40,1
58,9,1,0,40,1
39,10,0,1,40,1
25,15,1,1,8,1
54,13,1,0,40,1
23,13,1,1,40,1
37,10,1,0,60,1
60,12,0,0,40,1
66,4,1,1,20,1
36,12,0,0,50,1
29,9,0,0,50,0
29,13,0,1,40,1
25,13,1,1,44,1
62,9,1,1,25,1
23,10,1,0,40,1
38,9,0,0,40,1
33,10,1,0,50,0
49,10,1,0,60,1
57,9,1,0,60,0
57,13,1,0,45,1
46,10,1,1,45,1
37,14,1,0,70,0
43,13,1,0,45,0
26,9,1,1,35,1
40,11,1,1,40,1
39,9,0,0,40,1
39,12,0,1,40,1
31,10,1,0,40,1
31,13,0,0,36,1
27,13,0,1,40,1
36,13,1,0,50,1
40,13,1,1,40,0
57,9,1,0,40,1
24,9,1,1,35,1
30,10,1,0,45,1
28,8,1,0,50,1
22,13,1,0,40,1
31,4,1,0,50,1
33,9,1,0,44,0
20,10,1,0,15,1
25,8,0,0,60,1
49,10,1,0,40,1
21,9,1,1,35,1
45,13,1,0,45,0
36,9,1,0,45,0
41,3,1,1,32,1
23,13,1,0,12,1
47,13,1,0,50,0
41,9,1,0,50,1
30,9,1,1,40,1
29,10,1,0,40,1
31,4,1,1,40,1
64,5,1,0,50,1
55,5,0,0,40,1
19,9,1,0,35,1
31,8,1,1,40,0
18,7,1,0,8,1
68,9,1,1,24,1
50,10,1,0,40,1
36,10,0,1,48,1
44,15,1,0,50,0
58,9,1,1,20,0
20,9,0,1,20,1
18,6,1,0,40,1
32,9,1,1,30,1
49,9,1,1,40,1
34,9,1,0,40,1
22,9,1,1,40,1
40,9,1,0,45,1
35,9,1,0,40,1
26,10,1,0,50,1
44,8,0,0,60,1
55,9,1,1,60,1
21,11,1,0,40,1
54,10,1,1,40,1
39,10,1,1,44,1
52,9,1,0,38,1
57,13,1,0,50,0
67,4,1,1,35,1
58,9,1,1,40,1
27,10,1,0,16,1
66,9,1,0,15,1
41,10,1,0,40,1
18,7,1,1,16,1
58,9,1,0,52,0
50,3,1,0,37,1
31,10,1,0,40,1
32,6,1,0,40,1
37,10,1,0,45,1
26,13,1,0,20,1
33,11,1,0,50,1
35,9,0,1,40,1
44,13,1,1,45,1
26,13,1,0,40,1
48,9,1,0,40,1
40,13,1,0,40,1
62,6,1,0,35,1
37,15,1,0,45,0
18,7,1,0,18,1
48,9,0,1,38,1
45,14,1,0,50,1
35,10,1,0,45,1
35,9,1,0,40,1
34,9,1,0,51,1
29,9,1,1,40,1
19,10,1,0,30,1
53,10,1,0,60,1
49,10,1,0,40,1
71,9,1,1,16,1
38,4,1,0,36,1
39,14,1,0,45,1
23,13,1,1,40,1
29,13,1,0,50,0
52,3,1,0,40,1
41,10,1,1,40,0
20,10,1,0,35,1
30,10,1,0,45,1
56,6,0,1,36,1
26,9,1,1,40,1
36,9,1,1,40,1
26,13,0,1,42,1
58,12,0,0,40,0
24,13,1,0,40,1
41,10,0,1,32,1
27,10,1,0,35,1
28,10,1,0,40,1
57,9,1,0,40,1
21,10,1,1,20,1
50,9,1,0,40,1
27,9,0,0,40,1
58,13,1,1,60,1
27,13,1,0,50,1
36,9,0,1,17,1
68,13,1,0,40,0
33,9,1,1,40,1
19,10,1,1,18,1
26,9,0,1,40,1
37,9,0,1,30,1
53,9,1,0,45,1
32,10,0,0,38,1
18,7,1,1,25,1
53,9,1,0,40,0
40,13,1,0,40,1
50,10,1,1,40,1
43,13,1,1,50,0
60,13,1,0,46,0
28,9,1,1,40,1
34,9,1,0,45,1
37,9,1,0,40,1
25,9,1,0,40,1
46,14,1,0,65,0
21,7,1,0,40,1
26,13,1,1,45,1
47,9,1,1,40,1
18,8,1,0,20,1
22,13,1,1,16,1
36,10,1,1,30,1
59,9,1,0,48,1
33,9,1,1,38,1
33,6,1,0,35,1
53,13,0,1,50,1
44,10,1,0,40,1
55,9,1,0,50,1
56,9,1,0,50,1
54,10,1,1,35,1
51,9,1,0,40,1
31,10,1,1,38,1
43,14,1,0,50,0
44,9,1,1,40,1
22,10,1,0,50,1
43,9,0,0,40,1
26,12,0,1,40,1
30,13,1,0,18,1
30,5,1,0,40,1
46,9,1,0,15,1
27,13,1,0,50,1
26,9,1,0,50,1
36,13,1,0,40,0
25,9,1,0,35,1
30,15,0,1,40,1
46,9,0,0,40,0
47,10,0,1,48,0
66,13,1,0,26,0
43,6,1,0,40,1
71,9,1,1,20,1
36,13,1,0,55,0
46,9,0,0,40,1
44,10,1,1,15,1
42,16,1,0,50,1
39,13,1,0,45,0
36,12,1,0,50,0
60,13,1,0,45,0
37,10,1,0,50,0
26,13,1,0,20,1
24,13,1,1,30,1
17,7,1,0,18,1
45,14,1,1,35,1
54,10,1,0,48,0
22,10,1,1,30,1
63,14,1,0,48,1
22,9,1,0,43,1
27,10,1,0,25,1
33,5,1,0,33,1
64,13,1,1,30,1
50,12,1,0,50,0
44,11,1,1,40,1
31,9,1,0,50,1
44,9,0,1,40,1
53,6,1,0,35,1
33,9,1,1,40,1
34,8,1,0,40,1
27,9,1,0,70,1
43,11,1,1,36,1
80,9,1,0,20,1
31,12,1,1,32,1
40,9,0,0,40,0
53,13,1,0,40,1
58,9,1,0,44,1
38,10,1,0,40,0
33,15,1,0,40,0
48,13,1,0,60,0
23,10,0,1,40,1
31,9,1,0,50,1
52,14,1,0,70,1
24,9,1,0,40,1
45,5,1,0,40,1
36,9,1,1,40,0
52,3,1,1,40,1
54,9,1,0,40,1
39,15,1,0,55,0
40,13,1,0,50,0
28,9,0,0,50,1
21,10,1,0,16,1
23,10,1,1,40,1
36,4,0,0,40,1
22,10,1,1,15,1
55,14,1,0,50,1
71,9,1,0,17,1
47,16,1,0,60,0
17,6,1,0,12,1
31,13,1,1,50,0
32,10,0,0,40,1
46,10,1,0,40,0
27,13,1,1,40,1
39,10,1,0,50,0
40,9,1,1,48,1
30,9,1,1,30,1
17,5,1,0,20,1
33,14,1,0,40,1
72,16,1,0,30,1
34,10,1,1,40,0
65,9,0,0,40,1
36,13,1,0,50,0
32,9,1,0,40,1
26,10,1,0,40,1
22,9,1,0,40,1
47,15,1,0,48,0
31,10,1,0,40,1
28,13,1,0,50,1
38,14,1,1,50,0
34,12,1,0,28,1
44,13,1,0,35,0
27,10,0,0,40,1
50,13,1,0,44,0
47,9,0,1,30,1
20,10,1,0,40,1
24,9,1,0,38,1
29,10,1,0,40,0
37,11,0,1,32,1
42,12,1,0,40,1
20,10,1,0,20,1
68,10,1,1,40,1
22,10,0,1,40,1
72,9,1,0,30,1
45,10,0,0,20,1
30,9,0,0,40,1
33,9,1,0,40,1
43,9,1,0,40,0
56,10,1,0,60,1
25,11,1,0,40,1
41,9,1,1,40,1
25,13,1,1,37,1
31,12,1,0,40,0
36,9,1,0,38,1
37,13,1,0,40,0
58,9,1,0,20,1
26,13,0,1,40,1
55,10,1,0,50,0
46,10,1,0,48,0
44,13,1,1,20,1
44,7,0,0,60,1
28,13,1,0,55,1
42,6,1,0,50,1
41,9,1,0,40,1
39,13,1,0,45,1
64,11,1,0,30,1
20,10,1,0,25,1
45,10,1,0,40,0
31,9,1,0,50,1
36,14,1,0,40,0
32,5,0,1,40,1
33,11,1,0,65,1
51,9,1,1,35,0
36,9,1,0,40,1
40,9,1,0,40,1
44,11,1,0,51,0
40,9,1,1,45,1
46,11,1,1,40,1
31,15,1,0,60,0
30,9,1,1,40,1
26,9,1,0,40,1
25,13,1,0,40,1
35,12,1,0,40,1
29,15,1,0,50,1
39,12,1,0,40,1
44,10,1,0,40,1
37,9,1,0,60,0
79,11,1,0,20,0
36,13,0,0,45,0
44,10,1,0,60,0
23,9,1,0,30,1
27,13,1,1,45,1
46,13,1,0,40,0
58,9,1,0,40,1
36,12,1,0,48,1
36,9,1,0,60,0
21,10,1,0,45,1
41,9,1,1,40,0
49,9,1,0,40,1
34,13,1,1,40,0
29,9,1,0,35,1
63,13,1,0,50,0
29,13,1,1,40,1
65,10,1,0,40,1
26,13,1,1,25,1
42,16,0,0,40,0
44,10,0,1,37,1
51,9,0,0,6,1
41,9,1,0,25,1
22,12,0,1,35,1
36,10,1,1,25,1
18,7,1,0,40,1
33,6,1,0,40,1
46,13,1,0,38,0
49,7,1,1,40,1
41,9,1,1,40,1
52,10,1,1,40,1
40,10,1,0,40,1
53,10,1,1,40,1
45,9,1,0,50,1
30,6,1,0,40,1
56,9,1,0,40,1
24,9,1,0,40,1
71,4,1,0,50,1
20,9,1,1,30,1
26,13,1,0,50,1
34,9,1,0,65,1
36,5,1,1,40,1
49,9,1,1,60,1
48,16,1,0,50,0
22,9,1,1,40,1
30,10,1,0,40,1
51,9,1,0,40,1
46,10,1,1,40,1
32,9,1,0,45,1
42,15,0,1,40,0
52,10,1,0,50,1
57,9,0,1,40,1
35,10,1,1,39,1
52,14,1,0,50,0
59,5,1,1,12,1
36,10,1,1,40,1
33,10,1,0,40,0
67,9,0,0,20,1
31,10,1,0,48,1
31,9,1,0,50,1
28,10,1,0,42,1
72,4,1,1,20,1
36,9,1,0,40,1
58,9,1,0,35,0
56,9,1,0,40,1
35,10,1,0,40,1
37,11,1,0,40,0
44,13,1,1,40,1
26,9,1,0,40,1
51,9,1,0,40,1
31,10,1,0,50,0
30,10,1,1,40,1
20,10,1,1,40,1
21,10,0,1,40,1
37,13,1,0,50,0
53,11,1,0,40,0
54,9,1,0,45,1
32,13,1,1,32,1
34,10,1,1,6,0
30,13,1,0,50,0
43,9,1,1,40,1
48,11,1,1,40,1
42,13,1,0,48,1
62,9,1,0,40,1
31,9,1,0,40,1
22,9,1,0,60,1
45,13,1,0,32,1
34,10,1,0,45,1
64,9,1,0,20,1
42,13,1,0,65,1
60,9,1,0,70,1
44,9,1,0,58,1
67,4,1,0,4,1
45,12,1,1,40,1
53,15,1,0,38,0
37,11,1,0,50,0
32,6,1,1,40,1
23,9,1,1,35,1
28,13,0,0,40,1
55,4,1,0,41,1
58,14,1,1,24,0
74,10,1,0,25,0
27,9,1,0,40,1
37,9,0,1,40,1
22,10,0,1,4,1
44,6,1,0,70,1
23,12,1,0,40,1
41,13,1,0,40,1
45,10,0,0,55,0
29,9,1,0,40,1
33,13,1,0,45,0
61,14,1,0,60,0
29,12,0,1,45,0
22,10,1,0,38,1
28,5,1,0,40,1
30,13,1,1,40,1
20,10,1,0,20,1
28,6,1,0,30,1
45,9,1,0,50,0
19,10,1,1,24,1
42,12,1,1,40,1
34,9,1,0,40,1
31,13,1,0,60,0
23,13,1,1,40,1
50,9,1,0,50,1
40,6,1,0,40,0
57,9,1,1,45,1
35,10,1,1,27,1
24,13,1,0,45,1
27,10,1,1,15,1
27,10,1,1,40,0
45,9,1,0,40,1
80,16,1,0,30,1
23,10,1,0,50,1
46,10,1,0,40,0
38,13,1,0,40,0
50,9,1,0,60,1
90,13,1,0,20,1
55,10,1,0,50,1
72,9,1,1,50,1
65,10,1,1,40,1
37,6,1,0,40,1
39,9,1,1,40,1
38,11,1,0,40,1
46,10,1,0,50,0
50,9,1,0,65,0
54,12,1,0,40,0
40,14,1,0,50,0
30,4,1,0,40,1
50,9,1,0,35,1
28,10,1,0,30,1
34,11,1,0,53,1
55,9,1,0,40,1
20,9,1,0,40,1
19,10,1,1,32,1
21,10,1,0,35,1
39,10,1,1,20,1
43,9,1,0,40,0
33,9,0,0,40,1
26,10,1,1,40,1
45,16,1,0,40,0
31,10,1,1,65,1
32,3,1,0,60,1
60,9,1,0,50,1
41,9,1,0,40,0
21,10,0,0,20,1
27,10,0,1,36,1
33,3,1,0,40,1
43,9,1,0,40,1
27,7,1,0,40,0
18,6,1,0,40,1
48,10,1,0,40,0
37,4,1,0,50,1
58,9,1,0,40,1
57,8,0,0,40,0
42,13,1,1,40,0
24,9,1,0,40,1
26,13,1,0,15,1
43,9,1,0,50,1
34,7,1,0,40,1
38,13,1,1,40,1
51,7,1,0,45,0
31,9,0,1,45,1
49,16,1,1,35,0
26,13,1,1,40,1
28,9,0,1,20,1
22,10,1,0,37,1
26,9,1,0,40,1
45,5,1,0,40,0
39,10,1,1,40,1
23,9,1,0,40,1
62,9,1,0,8,1
42,13,1,0,60,0
39,9,1,0,40,1
43,11,1,0,40,1
33,10,1,0,70,1
68,13,1,0,20,1
30,14,1,0,46,0
32,13,0,0,40,1
25,10,0,0,40,1
53,3,1,1,24,1
38,11,1,0,55,0
62,9,1,0,40,1
20,9,1,0,40,1
26,9,1,0,40,1
23,9,1,0,40,1
43,9,1,1,40,1
29,10,1,0,36,1
34,6,1,1,36,1
24,10,1,0,35,1
44,14,1,0,35,0
19,10,1,0,40,1
47,13,1,0,40,0
40,10,1,1,48,1
45,9,1,1,45,1
43,9,0,1,45,1
22,5,1,0,30,1
50,16,1,0,50,0
72,10,1,0,3,1
29,13,1,0,40,1
47,13,1,0,50,1
24,9,1,0,35,1
22,10,1,0,15,1
21,9,1,1,40,1
30,9,1,0,50,0
37,10,1,1,40,1
74,15,1,0,40,1
70,10,1,0,70,1
27,11,1,0,40,1
32,13,0,1,46,1
30,7,1,0,50,1
29,11,1,0,56,1
18,7,1,0,40,1
31,9,1,0,40,0
39,10,1,0,70,1
21,10,1,1,30,1
31,9,1,0,38,1
33,10,1,0,40,1
39,15,1,0,70,0
29,9,1,0,40,1
34,10,1,0,40,1
52,13,1,1,55,1
35,9,1,0,25,1
33,6,1,0,40,1
40,5,1,1,5,1
43,13,0,0,50,0
66,2,0,0,30,1
51,13,1,0,40,0
36,9,1,1,30,1
17,7,1,1,40,1
32,9,1,0,40,1
39,9,0,1,40,1
19,10,1,0,60,1
54,7,1,0,40,0
45,13,1,0,50,0
47,13,0,1,40,1
49,9,1,0,98,1
32,9,1,1,40,1
28,9,1,0,50,1
39,13,1,0,40,1
27,9,1,0,50,1
42,14,1,1,38,0
24,13,1,0,44,1
45,13,1,0,45,0
19,9,1,0,30,1
46,6,1,0,40,0
50,9,1,0,40,1
32,9,1,1,42,1
47,15,1,0,50,0
69,13,1,0,10,0
43,9,1,0,50,1
29,13,1,0,40,1
43,15,0,0,55,0
90,13,1,1,10,1
41,15,1,1,50,0
24,1,1,0,36,1
24,10,1,0,50,1
24,10,1,1,53,1
35,9,1,1,42,0
30,13,1,0,40,1
46,13,1,1,40,1
19,10,1,1,30,1
39,5,1,0,35,1
43,9,1,0,40,1
35,9,1,1,40,1
65,9,1,1,24,1
34,9,1,0,40,1
41,11,1,0,40,1
24,10,1,0,60,1
24,9,0,0,35,1
34,14,1,1,45,0
33,9,1,0,40,0
37,9,1,0,38,1
39,9,1,0,60,0
58,9,1,1,25,1
36,9,1,0,35,1
33,10,1,1,40,1
42,14,1,0,55,1
31,10,0,0,40,1
57,9,1,0,40,1
67,9,1,0,40,0
23,9,1,0,40,1
35,10,0,0,40,1
43,13,1,0,55,0
39,10,1,0,60,1
36,9,1,0,40,1
29,12,1,1,13,1
25,9,1,0,40,1
54,6,0,0,45,0
24,9,1,0,44,1
50,13,0,0,60,0
70,6,1,0,50,1
61,13,0,0,48,0
51,13,1,0,40,1
38,14,1,0,70,1
51,9,1,1,40,0
28,9,1,0,40,1
66,15,1,0,25,0
57,9,1,0,60,0
44,13,0,0,50,0
29,10,1,1,40,1
21,10,0,1,40,1
42,6,0,0,43,0
74,15,1,0,50,0
50,10,1,1,40,1
65,9,1,1,14,1
64,9,1,1,38,1
44,7,0,1,30,1
34,11,1,0,50,0
17,6,1,0,10,1
17,6,1,1,40,1
43,10,1,0,60,1
32,12,1,1,40,1
54,13,1,0,40,0
20,10,1,1,20,1
23,10,1,0,10,1
34,9,1,0,45,1
30,10,1,0,20,1
32,4,1,0,40,1
40,13,1,0,60,0
28,10,0,0,40,1
44,9,1,0,45,0
29,11,1,1,35,0
28,16,1,0,50,1
37,10,1,0,40,1
56,10,1,0,40,1
27,13,1,0,40,1
34,9,1,1,20,1
37,9,1,0,40,1
66,13,1,0,40,0
19,9,1,0,30,1
60,11,1,1,40,1
54,10,1,0,30,1
47,9,1,0,40,0
47,10,1,0,48,0
48,11,1,0,60,1
57,9,1,0,60,1
50,10,1,0,50,0
62,5,0,1,25,1
45,10,1,0,40,1
55,9,1,0,40,1
62,9,1,1,32,1
25,6,1,0,40,1
49,7,1,1,38,1
32,10,0,1,40,1
25,9,0,0,40,1
39,10,1,0,50,1
27,10,1,0,50,1
43,9,0,0,40,0
30,9,0,1,40,1
21,10,1,1,20,1
33,15,1,1,40,0
33,10,1,0,50,1
33,7,0,1,38,1
70,4,1,1,35,1
25,10,0,0,42,1
17,7,1,0,25,1
20,10,1,0,40,1
19,10,0,0,35,1
71,10,1,0,40,0
31,12,1,0,40,1
26,13,1,0,55,1
52,14,1,0,40,1
26,13,1,1,40,1
38,9,1,0,45,1
25,10,1,0,40,1
22,13,1,1,9,1
48,10,1,0,40,0
53,9,1,0,40,0
30,12,1,0,50,1
44,10,1,0,60,0
32,13,0,0,56,0
59,7,1,0,20,1
49,10,0,1,40,1
65,9,0,0,40,1
31,9,1,0,50,0
53,3,0,0,40,0
44,5,1,0,40,1
36,13,0,0,55,0
36,9,1,1,40,1
37,5,1,0,50,0
63,13,1,0,54,0
67,9,1,1,30,0
29,13,0,0,40,1
52,9,1,0,40,1
37,9,1,0,40,1
21,10,1,1,40,1
36,10,0,1,38,1
24,9,0,1,30,1
31,9,0,0,40,1
54,9,1,1,35,1
44,13,1,0,40,1
18,10,0,0,30,1
41,9,1,1,40,1
37,14,1,1,70,1
30,9,0,0,40,1
26,13,0,0,20,1
68,16,1,0,50,1
31,10,1,0,40,1
48,9,1,0,40,1
80,9,1,0,8,1
26,10,0,0,40,1
63,5,1,0,40,1
19,10,1,0,20,1
30,10,1,1,30,1
42,9,1,0,60,1
64,12,0,0,40,0
32,13,1,0,40,1
50,9,1,0,47,1
73,9,0,0,40,1
32,13,0,1,40,1
53,10,1,0,45,0
58,13,1,0,40,1
37,10,1,0,40,0
